"","releve_records","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","IDENTIFICATION_CONFIDENCE","EPILIST","FLORA","DATASET_CLASSIFICATION","NATURALNESS","INCLUSION_REQUIREMENTS","NUMBER_INDIVIDUALS","SCORE","LONGITUDE","LATITUDE","PRECISION","LIMITS","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION"
"302",784,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"308",785,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"299",786,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"297",787,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"313",788,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"310",789,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"295",790,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"314",791,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.071657,-21.587096,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"309",792,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"317",793,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"301",794,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.623222,-22.222945,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"307",795,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"316",796,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"300",797,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.997922,-21.954554,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"320",798,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"312",799,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"311",800,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.773567,-22.513173,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"315",801,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"306",802,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"296",803,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"319",804,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"298",805,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.910372,-22.551673,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"305",806,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"335",807,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"342",808,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"333",809,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"345",810,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"332",811,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"334",812,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"347",813,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"337",814,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"331",815,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"339",816,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"344",817,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"336",818,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"343",819,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"348",820,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"340",821,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"346",822,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"430",823,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Encyclia patens","Encyclia","patens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"466",824,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Epidendrum tridactylum","Epidendrum","tridactylum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"467",825,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Epidendrum tridactylum","Epidendrum","tridactylum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"469",826,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Epidendrum tridactylum","Epidendrum","tridactylum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"568",827,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"566",828,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"581",829,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.071657,-21.587096,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"562",830,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"572",831,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.773567,-22.513173,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"565",832,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"570",833,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"577",834,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"582",835,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"576",836,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"580",837,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.997922,-21.954554,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"574",838,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.623222,-22.222945,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"564",839,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"569",840,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"575",841,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"573",842,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"563",843,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"561",844,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"583",845,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"585",846,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"587",847,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"584",848,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"579",849,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Ionopsis utricularioides","Ionopsis","utricularioides","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.910372,-22.551673,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"628",850,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"611",851,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"629",852,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.997922,-21.954554,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"613",853,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"626",854,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"622",855,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.071657,-21.587096,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"621",856,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"624",857,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"615",858,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"609",859,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"619",860,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"625",861,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.623222,-22.222945,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"633",862,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.910372,-22.551673,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"630",863,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"620",864,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
